route_id,trip_id,service_id,direction_id,shape_id
23902,2114782,1,0,154984
23902,2114783,1,0,154985
23902,2114784,1,0,154985
23902,2114785,1,0,154985
23902,2114786,1,0,154984
23902,2114789,1,0,154984
23902,2114790,1,0,154984
23902,2114791,1,0,154984
23902,2114792,1,0,154984
23902,2114793,1,0,154984
23902,2114794,1,0,154984
23902,2114795,1,0,154984
23902,2114796,1,0,154984
23902,2114797,1,0,154984
23902,2114798,1,0,154984
23902,2114799,1,0,154984
23902,2114800,1,0,154984
23902,2114801,1,0,154984
23902,2114802,1,0,154984
23902,2114803,1,0,154984
23902,2114805,1,0,154177
23902,2114806,1,0,154177
23902,2114807,1,0,154177
23902,2114810,1,0,154177
23902,2114812,1,0,154984
23902,2114816,1,0,154177
23902,2114818,1,0,154177
23902,2114822,1,0,154985
23902,2114823,1,0,154985
15486,2115099,21,0,74265
15486,2115101,21,1,84244
15486,2115102,21,0,74261
15486,2115103,21,1,84244
15486,2115104,21,0,74261
15486,2115105,21,1,84244
15486,2115106,21,0,74261
15486,2115107,21,1,84244
15486,2115109,21,0,74265
15486,2115110,21,1,84244
15486,2115112,21,0,74261
15486,2115113,21,1,84244
15486,2115115,21,0,74261
15486,2115116,21,1,84244
15486,2115118,21,0,74261
15486,2115119,21,1,84244
15486,2115122,21,0,74261
15486,2115124,21,0,74265
15486,2115126,21,0,74261
15486,2115127,21,1,84244
15486,2115128,21,1,84257
15486,2115129,21,1,127675
15486,2115133,21,0,74261
15486,2115135,21,0,74261
15486,2115136,21,1,84258
15486,2115137,21,0,74261
15486,2115138,21,1,84244
15486,2115141,21,0,74261
15486,2115142,21,1,84244
15486,2115143,21,0,74261
15486,2115144,21,1,84257
15486,2115145,21,0,74261
15486,2115146,21,1,84244
15254,2115266,1,0,74264
15254,2115268,1,0,127677
15254,2115269,1,1,127676
15254,2115270,1,0,127677
15254,2115271,1,1,127678
15254,2115272,1,1,127676
15254,2115274,1,0,127677
15254,2115275,1,1,127676
15254,2115277,1,0,127677
15254,2115278,1,1,127676
15254,2115280,1,0,74264
15254,2115281,1,1,84260
15254,2115282,1,0,74264
15254,2115283,1,1,84260
15254,2115284,1,0,74264
15254,2115285,1,1,84260
15254,2115286,1,0,74264
15254,2115287,1,1,84260
15254,2115289,1,0,74264
15254,2115290,1,1,84260
15254,2115292,1,0,74264
15254,2115293,1,1,84260
15254,2115294,1,0,74264
15254,2115295,1,1,84260
15254,2115297,1,0,74264
15254,2115298,1,1,84260
15254,2115299,1,0,127677
15254,2115300,1,1,127678
15254,2115301,1,0,127677
15254,2115302,1,1,127678
15254,2115303,1,0,127677
15254,2115304,1,1,127678
15254,2115307,1,0,127677
15254,2115308,1,1,127676
15254,2115309,1,1,84260
17378,2115519,1,0,74271
17378,2115520,1,1,74272
17378,2115521,1,0,74271
17378,2115522,1,1,74272
17378,2115524,1,0,74271
17378,2115525,1,1,74272
17378,2115527,1,0,74271
17378,2115528,1,1,74272
17378,2115530,1,0,74271
17378,2115531,1,1,74272
15234,2115790,8,0,74197
15234,2115791,8,1,74198
15234,2115792,8,0,74197
15234,2115793,8,1,74198
15234,2115794,8,0,74197
15234,2115795,8,1,74198
15234,2115796,8,0,74197
15234,2115797,8,1,74198
15234,2115798,8,0,74197
15234,2115799,8,1,74198
15234,2115800,8,0,74197
15234,2115801,8,1,74198
15234,2115802,8,0,74197
15234,2115803,8,1,74198
15234,2115804,8,0,74197
15234,2115805,8,1,74198
15234,2115806,8,0,74197
15234,2115807,8,1,74198
15234,2115808,8,0,74197
15234,2115809,8,1,74198
15234,2115810,8,0,74197
15234,2115811,8,1,74198
15234,2115813,8,0,74197
15234,2115814,8,1,74198
15234,2115815,8,0,74197
15234,2115816,8,1,74198
15234,2115819,8,0,74197
15234,2115820,8,1,74198
15234,2115821,8,0,74197
15234,2115822,8,1,74198
15234,2115824,8,0,74197
15234,2115825,8,1,74198
15234,2115826,8,0,74197
15234,2115827,8,1,74198
15234,2115829,8,0,74197
15234,2115830,8,1,74198
15234,2115831,8,0,74197
15234,2115832,8,1,74198
15234,2115833,8,0,74197
15234,2115834,8,1,74198
15234,2115835,8,0,74197
15234,2115836,8,1,74198
